movieId,title,genres,imdbId,tmdbId,url,rating_count,rating_avg,poster_path
18,Four Rooms (1995),Comedy,0113101,5,http://www.imdb.com/title/tt0113101/,20,3.7,https://image.tmdb.org/t/p/original/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg
19,Ace Ventura: When Nature Calls (1995),Comedy,0112281,9273,http://www.imdb.com/title/tt0112281/,88,2.727272727272727,https://image.tmdb.org/t/p/original/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,0113845,11517,http://www.imdb.com/title/tt0113845/,15,2.5,https://image.tmdb.org/t/p/original/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg
21,Get Shorty (1995),Comedy|Crime|Thriller,0113161,8012,http://www.imdb.com/title/tt0113161/,89,3.49438202247191,https://image.tmdb.org/t/p/original/jpQKWcKAOPep4BAuJjJOod3BKNi.jpg
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0112722,1710,http://www.imdb.com/title/tt0112722/,36,3.2222222222222223,https://image.tmdb.org/t/p/original/sch1NNy1q6O50qaUG0MqoU8z9GD.jpg
23,Assassins (1995),Action|Crime|Thriller,0112401,9691,http://www.imdb.com/title/tt0112401/,16,3.125,https://image.tmdb.org/t/p/original/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg
24,Powder (1995),Drama|Sci-Fi,0114168,12665,http://www.imdb.com/title/tt0114168/,28,3.125,https://image.tmdb.org/t/p/original/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg
25,Leaving Las Vegas (1995),Drama|Romance,0113627,451,http://www.imdb.com/title/tt0113627/,76,3.625,https://image.tmdb.org/t/p/original/aeJiNIHxiYqty5iOFgpZXK89egG.jpg
26,Othello (1995),Drama,0114057,16420,http://www.imdb.com/title/tt0114057/,13,3.5,https://image.tmdb.org/t/p/original/nNP3FDHUIyztw5eq5AejZKzqXbz.jpg
27,Now and Then (1995),Children|Drama,0114011,9263,http://www.imdb.com/title/tt0114011/,9,3.3333333333333335,https://image.tmdb.org/t/p/original/yQ8xP1WOfatqgUp4e3X8n73itJc.jpg
28,Persuasion (1995),Drama|Romance,0114117,17015,http://www.imdb.com/title/tt0114117/,11,4.2272727272727275,https://image.tmdb.org/t/p/original/tYOFCtgLb4hfuwhXKBWwAobWhwS.jpg
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0112682,902,http://www.imdb.com/title/tt0112682/,38,4.0131578947368425,https://image.tmdb.org/t/p/original/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0115012,37557,http://www.imdb.com/title/tt0115012/,3,3.0,https://image.tmdb.org/t/p/original/tzG1UxUSfPACREjgBrsPDRUvneH.jpg
31,Dangerous Minds (1995),Drama,0112792,9909,http://www.imdb.com/title/tt0112792/,38,3.1842105263157894,https://image.tmdb.org/t/p/original/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0114746,63,http://www.imdb.com/title/tt0114746/,177,3.983050847457627,https://image.tmdb.org/t/p/original/fCZnJSARoTbLefr9ThwWBSkJ7oR.jpg
34,Babe (1995),Children|Drama,0112431,9598,http://www.imdb.com/title/tt0112431/,128,3.65234375,https://image.tmdb.org/t/p/original/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
36,Dead Man Walking (1995),Crime|Drama,0112818,687,http://www.imdb.com/title/tt0112818/,67,3.8358208955223883,https://image.tmdb.org/t/p/original/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg
38,It Takes Two (1995),Children|Comedy,0113442,33689,http://www.imdb.com/title/tt0113442/,4,2.125,https://image.tmdb.org/t/p/original/sdes5TrRbymELYLG85YIxmFb1OP.jpg
39,Clueless (1995),Comedy|Romance,0112697,9603,http://www.imdb.com/title/tt0112697/,104,3.293269230769231,https://image.tmdb.org/t/p/original/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
40,"Cry, the Beloved Country (1995)",Drama,0112749,34615,http://www.imdb.com/title/tt0112749/,2,4.25,https://image.tmdb.org/t/p/original/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg
41,Richard III (1995),Drama|War,0114279,31174,http://www.imdb.com/title/tt0114279/,15,3.7,https://image.tmdb.org/t/p/original/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
42,Dead Presidents (1995),Action|Crime|Drama,0112819,11443,http://www.imdb.com/title/tt0112819/,7,3.0,https://image.tmdb.org/t/p/original/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg
43,Restoration (1995),Drama,0114272,35196,http://www.imdb.com/title/tt0114272/,8,3.1875,https://image.tmdb.org/t/p/original/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg
44,Mortal Kombat (1995),Action|Adventure|Fantasy,0113855,9312,http://www.imdb.com/title/tt0113855/,46,2.5434782608695654,https://image.tmdb.org/t/p/original/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg
45,To Die For (1995),Comedy|Drama|Thriller,0114681,577,http://www.imdb.com/title/tt0114681/,32,3.3125,https://image.tmdb.org/t/p/original/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg
46,How to Make an American Quilt (1995),Drama|Romance,0113347,11861,http://www.imdb.com/title/tt0113347/,15,3.066666666666667,https://image.tmdb.org/t/p/original/vwYRaERccwXWCYrTzeWRZRarJOo.jpg
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0114369,807,http://www.imdb.com/title/tt0114369/,203,3.9753694581280787,https://image.tmdb.org/t/p/original/69Sns8WoET6CfaYlIkHbla4l7nC.jpg
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0114148,10530,http://www.imdb.com/title/tt0114148/,68,3.1470588235294117,https://image.tmdb.org/t/p/original/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
49,When Night Is Falling (1995),Drama|Romance,0114916,8391,http://www.imdb.com/title/tt0114916/,1,3.0,https://image.tmdb.org/t/p/original/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0114814,629,http://www.imdb.com/title/tt0114814/,204,4.237745098039215,https://image.tmdb.org/t/p/original/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,0113819,11448,http://www.imdb.com/title/tt0113819/,28,3.4642857142857144,https://image.tmdb.org/t/p/original/m0MZabFBNtMuFn3oNcq45M1Jws3.jpg
53,Lamerica (1994),Adventure|Drama,0110299,49133,http://www.imdb.com/title/tt0110299/,2,5.0,https://image.tmdb.org/t/p/original/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,"Big Green, The (1995)",Children|Comedy,0112499,26441,http://www.imdb.com/title/tt0112499/,3,2.3333333333333335,https://image.tmdb.org/t/p/original/nVHqIuBTcTLmAIrML7T704UwfNI.jpg
55,Georgia (1995),Drama,0113158,97406,http://www.imdb.com/title/tt0113158/,1,4.0,https://image.tmdb.org/t/p/original/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
57,Home for the Holidays (1995),Drama,0113321,9089,http://www.imdb.com/title/tt0113321/,8,3.0625,https://image.tmdb.org/t/p/original/a8MslR6deQQVe8JR542XDSwHiPB.jpg
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,0110877,11010,http://www.imdb.com/title/tt0110877/,37,4.027027027027027,https://image.tmdb.org/t/p/original/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,0113419,11359,http://www.imdb.com/title/tt0113419/,34,3.235294117647059,https://image.tmdb.org/t/p/original/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,Eye for an Eye (1996),Drama|Thriller,0116260,17182,http://www.imdb.com/title/tt0116260/,6,3.75,https://image.tmdb.org/t/p/original/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,Mr. Holland's Opus (1995),Drama,0113862,2054,http://www.imdb.com/title/tt0113862/,80,3.70625,https://image.tmdb.org/t/p/original/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,0116126,10607,http://www.imdb.com/title/tt0116126/,7,2.7142857142857144,https://image.tmdb.org/t/p/original/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,0118002,19760,http://www.imdb.com/title/tt0118002/,5,2.2,https://image.tmdb.org/t/p/original/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,0115683,9536,http://www.imdb.com/title/tt0115683/,31,2.532258064516129,https://image.tmdb.org/t/p/original/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0116839,11525,http://www.imdb.com/title/tt0116839/,9,2.5,https://image.tmdb.org/t/p/original/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,0113149,4482,http://www.imdb.com/title/tt0113149/,5,3.4,https://image.tmdb.org/t/p/original/6yJNScj2ypxqCOCfpSPR3xX4J4E.jpg
69,Friday (1995),Comedy,0113118,10634,http://www.imdb.com/title/tt0113118/,20,3.775,https://image.tmdb.org/t/p/original/2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,0116367,755,http://www.imdb.com/title/tt0116367/,55,3.5090909090909093,https://image.tmdb.org/t/p/original/kwhlLAlxIHLSbwOukBQkDJK7NGA.jpg
71,Fair Game (1995),Action,0113010,11859,http://www.imdb.com/title/tt0113010/,5,1.7,https://image.tmdb.org/t/p/original/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,0113537,28387,http://www.imdb.com/title/tt0113537/,7,3.2142857142857144,https://image.tmdb.org/t/p/original/186brkmaBmopqcM0dPs71tj9BfM.jpg
73,"Misérables, Les (1995)",Drama|War,0113828,48750,http://www.imdb.com/title/tt0113828/,13,3.4615384615384617,https://image.tmdb.org/t/p/original/ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg
74,Bed of Roses (1996),Drama|Romance,0115644,20927,http://www.imdb.com/title/tt0115644/,8,4.0,https://image.tmdb.org/t/p/original/nLRio5v1QHW0Dw4VLmMhC1FZEJc.jpg
75,Big Bully (1996),Comedy|Drama,0115676,36929,http://www.imdb.com/title/tt0115676/,5,2.2,https://image.tmdb.org/t/p/original/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,0114367,9102,http://www.imdb.com/title/tt0114367/,15,3.4,https://image.tmdb.org/t/p/original/oDGJGbzBkNXhCZfZMR6gjtKkKkI.jpg
77,Nico Icon (1995),Documentary,0113973,124626,http://www.imdb.com/title/tt0113973/,1,4.0,https://image.tmdb.org/t/p/original/4qO219U8z1XeHLni800jCsbpSs0.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0112744,27526,http://www.imdb.com/title/tt0112744/,3,3.3333333333333335,https://image.tmdb.org/t/p/original/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,"Juror, The (1996)",Drama|Thriller,0116731,9623,http://www.imdb.com/title/tt0116731/,17,2.764705882352941,https://image.tmdb.org/t/p/original/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0112445,46785,http://www.imdb.com/title/tt0112445/,2,4.0,https://image.tmdb.org/t/p/original/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0114660,400,http://www.imdb.com/title/tt0114660/,14,3.107142857142857,https://image.tmdb.org/t/p/original/oPp6Gbrasox66WyMvPS0k8OakQf.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,0112379,880,http://www.imdb.com/title/tt0112379/,8,3.875,https://image.tmdb.org/t/p/original/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0114039,146599,http://www.imdb.com/title/tt0114039/,1,3.0,https://image.tmdb.org/t/p/original/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
85,Angels and Insects (1995),Drama|Romance,0112365,8447,http://www.imdb.com/title/tt0112365/,7,3.857142857142857,https://image.tmdb.org/t/p/original/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,0118158,10534,http://www.imdb.com/title/tt0118158/,15,3.966666666666667,https://image.tmdb.org/t/p/original/rNWFsKrTGRCTKsT9dGx9vwWP8tA.jpg
87,Dunston Checks In (1996),Children|Comedy,0116151,17414,http://www.imdb.com/title/tt0116151/,7,2.5,https://image.tmdb.org/t/p/original/kn0iqDYsWN4b6u9zmhQCIZg19yR.jpg
88,Black Sheep (1996),Comedy,0115697,13997,http://www.imdb.com/title/tt0115697/,16,3.15625,https://image.tmdb.org/t/p/original/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg
89,Nick of Time (1995),Action|Thriller,0113972,2086,http://www.imdb.com/title/tt0113972/,10,3.25,https://image.tmdb.org/t/p/original/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,0117002,9095,http://www.imdb.com/title/tt0117002/,8,2.625,https://image.tmdb.org/t/p/original/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0114825,12158,http://www.imdb.com/title/tt0114825/,9,2.8333333333333335,https://image.tmdb.org/t/p/original/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,0115639,9283,http://www.imdb.com/title/tt0115639/,10,3.95,https://image.tmdb.org/t/p/original/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,0115759,9208,http://www.imdb.com/title/tt0115759/,84,3.0238095238095237,https://image.tmdb.org/t/p/original/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,0113403,40154,http://www.imdb.com/title/tt0113403/,1,3.5,https://image.tmdb.org/t/p/original/oBPlu4uFLCJYlBt2Av5cblXCqC.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,0113247,406,http://www.imdb.com/title/tt0113247/,10,3.9,https://image.tmdb.org/t/p/original/jqhGDyDUjI44DfyjSiYKjXqroPh.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0113283,63076,http://www.imdb.com/title/tt0113283/,2,5.0,https://image.tmdb.org/t/p/original/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),Drama|Thriller,0115907,11062,http://www.imdb.com/title/tt0115907/,14,2.7857142857142856,https://image.tmdb.org/t/p/original/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0115734,13685,http://www.imdb.com/title/tt0115734/,23,3.782608695652174,https://image.tmdb.org/t/p/original/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr. Wrong (1996),Comedy,0117102,47475,http://www.imdb.com/title/tt0117102/,5,2.4,https://image.tmdb.org/t/p/original/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,0118040,2045,http://www.imdb.com/title/tt0118040/,3,3.0,https://image.tmdb.org/t/p/original/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
104,Happy Gilmore (1996),Comedy,0116483,9614,http://www.imdb.com/title/tt0116483/,99,3.4393939393939394,https://image.tmdb.org/t/p/original/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,0112579,688,http://www.imdb.com/title/tt0112579/,23,3.282608695652174,https://image.tmdb.org/t/p/original/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0110251,11907,http://www.imdb.com/title/tt0110251/,1,4.0,https://image.tmdb.org/t/p/original/bIUC0c0cnIULgQrExGfoAZgKF5v.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0117110,10874,http://www.imdb.com/title/tt0117110/,26,3.326923076923077,https://image.tmdb.org/t/p/original/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
108,Catwalk (1996),Documentary,0112646,89333,http://www.imdb.com/title/tt0112646/,1,4.0,https://image.tmdb.org/t/p/original/sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg
110,Braveheart (1995),Action|Drama|War,0112573,197,http://www.imdb.com/title/tt0112573/,237,4.031645569620253,https://image.tmdb.org/t/p/original/uE2Q9RaNBdJbAV1N67LhwCYluK0.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,0075314,103,http://www.imdb.com/title/tt0075314/,104,4.105769230769231,https://image.tmdb.org/t/p/original/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0113326,33542,http://www.imdb.com/title/tt0113326/,46,3.5434782608695654,https://image.tmdb.org/t/p/original/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After (1996),Drama|Mystery,0115645,43566,http://www.imdb.com/title/tt0115645/,3,3.3333333333333335,https://image.tmdb.org/t/p/original/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered (1995),Documentary,0112373,51352,http://www.imdb.com/title/tt0112373/,5,3.9,https://image.tmdb.org/t/p/original/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0115033,16934,http://www.imdb.com/title/tt0115033/,1,3.0,https://image.tmdb.org/t/p/original/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,0116606,10324,http://www.imdb.com/title/tt0116606/,2,2.5,https://image.tmdb.org/t/p/original/ig5LhLEnlt7QCyYjgui082fO4ih.jpg
119,"Steal Big, Steal Little (1995)",Comedy,0114536,78406,http://www.imdb.com/title/tt0114536/,2,3.0,https://image.tmdb.org/t/p/original/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
121,"Boys of St. Vincent, The (1992)",Drama,0106473,32119,http://www.imdb.com/title/tt0106473/,2,4.0,https://image.tmdb.org/t/p/original/3jVid7Zjte2iDTa9I3e4LrRoaD1.jpg
122,Boomerang (1992),Comedy|Romance,0103859,11066,http://www.imdb.com/title/tt0103859/,16,2.65625,https://image.tmdb.org/t/p/original/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,0109424,11104,http://www.imdb.com/title/tt0109424/,4,4.375,https://image.tmdb.org/t/p/original/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting With Disaster (1996),Comedy,0116324,2074,http://www.imdb.com/title/tt0116324/,12,3.5833333333333335,https://image.tmdb.org/t/p/original/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0110647,27793,http://www.imdb.com/title/tt0110647/,7,2.0,https://image.tmdb.org/t/p/original/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
128,Jupiter's Wife (1994),Documentary,0110217,290157,http://www.imdb.com/title/tt0110217/,1,3.0,https://image.tmdb.org/t/p/original/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
129,Pie in the Sky (1996),Comedy|Romance,0114131,110972,http://www.imdb.com/title/tt0114131/,1,2.0,https://image.tmdb.org/t/p/original/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
132,Jade (1995),Thriller,0113451,11863,http://www.imdb.com/title/tt0113451/,6,2.8333333333333335,https://image.tmdb.org/t/p/original/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg
135,Down Periscope (1996),Comedy,0116130,9101,http://www.imdb.com/title/tt0116130/,31,2.9516129032258065,https://image.tmdb.org/t/p/original/tYdGWz9oncuhqxn5eAK5CpjCiYo.jpg
137,Man of the Year (1995),Documentary,0113756,5757,http://www.imdb.com/title/tt0113756/,1,3.0,https://image.tmdb.org/t/p/original/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
140,Up Close and Personal (1996),Drama|Romance,0118055,9302,http://www.imdb.com/title/tt0118055/,16,3.5,https://image.tmdb.org/t/p/original/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
141,"Birdcage, The (1996)",Comedy,0115685,11000,http://www.imdb.com/title/tt0115685/,86,3.494186046511628,https://image.tmdb.org/t/p/original/bEyK1K1EgWapeKgkcOLC1ejl9nj.jpg
144,"Brothers McMullen, The (1995)",Comedy,0112585,16388,http://www.imdb.com/title/tt0112585/,12,3.3333333333333335,https://image.tmdb.org/t/p/original/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0112442,9737,http://www.imdb.com/title/tt0112442/,51,3.2450980392156863,https://image.tmdb.org/t/p/original/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,0112342,30765,http://www.imdb.com/title/tt0112342/,3,3.3333333333333335,https://image.tmdb.org/t/p/original/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,0112461,10474,http://www.imdb.com/title/tt0112461/,15,3.466666666666667,https://image.tmdb.org/t/p/original/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,"Awfully Big Adventure, An (1995)",Drama,0112427,22279,http://www.imdb.com/title/tt0112427/,1,5.0,https://image.tmdb.org/t/p/original/i7ufwiXoFaf8eIk4rS4U2IBZk3b.jpg
149,Amateur (1994),Crime|Drama|Thriller,0109093,30157,http://www.imdb.com/title/tt0109093/,1,2.0,https://image.tmdb.org/t/p/original/181o4d0g4R8AJeOnu63SDG3x9Zf.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,0112384,568,http://www.imdb.com/title/tt0112384/,201,3.845771144278607,https://image.tmdb.org/t/p/original/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,0114287,11780,http://www.imdb.com/title/tt0114287/,44,3.5454545454545454,https://image.tmdb.org/t/p/original/4QuypgbNYmPECAAHnV3QY8qEpOz.jpg
152,"Addiction, The (1995)",Drama|Horror,0112288,34996,http://www.imdb.com/title/tt0112288/,2,1.5,https://image.tmdb.org/t/p/original/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,0112462,414,http://www.imdb.com/title/tt0112462/,137,2.9160583941605838,https://image.tmdb.org/t/p/original/mzzNBVwTiiY94xAXDMWJpNPW2US.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,0061395,649,http://www.imdb.com/title/tt0061395/,12,3.875,https://image.tmdb.org/t/p/original/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,0112495,1873,http://www.imdb.com/title/tt0112495/,6,2.4166666666666665,https://image.tmdb.org/t/p/original/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy|Drama,0112541,5894,http://www.imdb.com/title/tt0112541/,3,3.3333333333333335,https://image.tmdb.org/t/p/original/yBFNJA95MNiasdNUPCU6otdtJE8.jpg
